[00:00] おしゃれ!
[203:36] どんと
[203:37] お尻をついて
[203:38] アップアッパックを接す
[203:40] そこから
[203:41] 遠分ないだね
[203:42] 叩きりです
[203:43] っていう状態が
[203:44] 起こるわけですね
[203:45] こういうことが
[203:46] 起こってからでは
[203:48] やっぱり大変なんですよ
[203:50] なので
[203:51] 天灯っていうことを
[203:53] 自分でやりたくて
[203:55] やるわけじゃないんですよね
[203:56] そうなんですよ
[203:57] やっぱり
[203:58] 自分で
[203:59] 考えてもない
[204:00] その
[204:01] 気が抜けてるときに
[204:02] 起こるの
[204:03] 天灯
[204:04] そうなんですね
[204:05] なので
[204:06] 私たちも
[204:07] とにかく
[204:08] 天灯対策を
[204:09] とってほしい
[204:11] 本当に
[204:12] いらなところに
[204:13] 行ったりすること
[204:14] そう
[204:15] で
[204:16] 入りしたり
[204:17] そうだけで
[204:18] 音をいっぱいでかけられなかったりするじゃないですか
[204:20] それと
[204:21] 家の中で
[204:22] やっぱり動く
[204:23] でいう状態が
[204:24] で
[204:25] 寝てるか起きてるか
[204:26] って言ったときに
[204:27] 今
[204:28] このシュースを
[204:29] 実は
[204:30] 88歳
[204:31] まもらく89歳になる
[204:32] 主人の母が
[204:33] 家で入ってるんですけど
[204:34] 本当に
[204:35] 現感が入って
[204:36] すぐ白
[204:37] であとは
[204:38] 家の中は
[204:39] ずーんと
[204:40] これをはきっぱなし
[204:41] で
[204:42] ベッドに入るときだけ
[204:43] 入るのが
[204:44] 一つの中に
[204:45] 変わりました
[204:46] これの
[204:47] いいところって
[204:48] すごく販売の
[204:49] いい
[204:50] くつぞこ
[204:51] って
[204:52] うん
[204:53] そこです
[204:54] そこ
[204:55] これが
[204:56] よくできてるんです
[204:57] 私たち
[204:58] Kaboom
[204:59] 510年以上
[205:00] たつ
[205:01] なので
[205:02] いったるところに
[205:03] いろんな工夫をしてるんですけど
[205:05] やはり
[205:06] そこって
[205:08] いろんな
[205:09] 行かの状態があるので
[205:10] すべって
[205:11] 本当に
[205:12] なめですよ
[205:13] でも
[205:14] ゆかって
[205:15] ワックスとか
[205:16] かけたりするとき
[205:17] すべりやすかったりする
[205:18] そうですよね
[205:19] なので
[205:20] すべりにくく
[205:21] はしてるんですけど
[205:22] じゃあ逆に
[205:23] ストッパーを強くしちゃうと
[205:24] 今度
[205:25] ツンのメッチャ
[205:26] 息を
[205:27] 甘って
[205:28] 体が先に
[205:29] そうなんですよ
[205:30] 私たちは
[205:31] 点頭対策をしている
[205:32] メーカーなので
[205:33] とにかく
[205:34] そこで
[205:35] こだわって
[205:37] こだわって
[205:38] これが
[205:39] これの主人が
[205:40] すごいいいよね
[205:42] というところですか
[205:43] ほしいです
[205:44] ありがとうございます
[205:45] そうなんで
[205:46] あとですね
[205:47] 素材以上
[205:48] パタパタ音がしない
[205:49] スリスだったとね
[205:50] これ
[205:51] 音をちょっとやってみましょうか
[205:52] こうやっても
[205:54] 音が
[205:55] 本当に静らいので
[205:57] スリッパって
[205:58] ペタペタペタペタ
[206:00] 特に
[206:01] コーレの方とか
[206:02] フォーアバガチー裁
[206:03] パタンパタンパタン
[206:04] っていう音が
[206:05] すごいことになりますよね
[206:06] そうなんです
[206:07] これが
[206:08] パタリーはない
[206:09] こうやって
[206:10] ちょっとすりやしな
[206:11] 感じにこうやっても
[206:12] 全然
[206:13] こういう感じ
[206:14] ぐらい
[206:15] 本当に音が
[206:16] 静らいです
[206:17] そうなんです
[206:18] あともし
[206:19] いいね
[206:20] タタペの部屋が
[206:21] あったとして
[206:22] このそこ裁だと
[206:23] 傷つけにくい素材になってました
[206:25] そうです
[206:26] なので
[206:27] 安心して
[206:28] 家の中で
[206:29] 使っていただけるんじゃないかのと思います
[206:31] という
[206:32] シューズになっていて
[206:33] まだまだ
[206:34] 詳しいご紹介も
[206:35] してまいりますけれども
[206:36] ここで
[206:37] にたくさんのお客様から
[206:38] ご注文いただきまして
[206:39] ありがとうございます
[206:40] どうぞ
[206:41] 色合いは
[206:42] こちらが
[206:43] レッドのカラーになっていまして
[206:45] Mサイズの
[206:46] 音どけ
[206:47] よっか前後の音どけが
[206:48] 200切ります
[206:50] 200速切ります
[206:51] Lは3010点になっているということで
[206:54] LLは
[206:56] 200を切る
[206:57] 状況になりました
[206:58] そして
[206:59] ご用意が
[207:00] どんどん
[207:01] 少なくなっていているんですが
[207:02] NABからになります
[207:03] LLサイズは
[207:04] よっか前後の音どけが
[207:06] 100切っています
[207:08] これも
[207:09] おはやめが
[207:10] おすすめになります
[207:11] でサイズとしては
[207:13] はい
[207:14] これはトクタクさん
[207:15] あれで見て
[207:16] 途中からご覧だったかとも
[207:17] いらっしゃると思うので
[207:18] サイズを選び教えてください
[207:19] はい
[207:20] みなさんが
[207:21] ご自宅で
[207:22] どういうものを
[207:23] 図れているか
[207:24] それはソックスですね
[207:25] 例えば
[207:26] スワシーだとか
[207:27] 薄でのソックスを
[207:28] 入っているかと
[207:29] 今
[207:30] 外で入っている
[207:31] 薄と同じサイズのものを
[207:32] 選んでいただいて
[207:33] いいかなと思います
[207:34] ただですね
[207:35] 今まだ
[207:36] 春先でも
[207:37] 外への中が
[207:38] 寒いということもありますし
[207:39] 今度はまた
[207:40] 冷房が強くなってくると
[207:42] 足元寒いので
[207:43] ちょっと
[207:44] 厚ienの靴した
[207:45] 入っている方も
[207:46] 結構いらっしゃるんですよね
[207:47] そういう方は
[207:48] 一つ
[207:49] 迷った方は
[207:50] ワンサイズ
[207:51] 大きめの方を選んでいただけると
[207:53] フィット感を
[207:54] 巻くんじゃないかなと
[207:55] いうふうに思います
[207:56] サイズを
[207:57] 大きくして選んでいただける
[207:59] っていうのも
[208:00] 非常にまた
[208:01] 一つになりますので
[208:02] ぜひ
[208:03] 厚でのソックス
[208:04] 特に愛民のソックスは
[208:05] しっかりしてますので
[208:06] 愛民のソックスと
[208:07] 一緒に
[208:08] 白うっていう方を
[208:09] 大きめサイズを選んでくださいね
[208:10] もう
[208:11] すでに
[208:12] 大段500件を
[208:13] 超えてまわりまして
[208:14] スマホパソコンから
[208:15] ショップチャンネル検索なさってください
[208:16] 9あるコードを
[208:18] ご利用いただくことも
[208:19] ぜひおすすめです
[208:20] あとは
[208:21] ぜひ立ちでショップも
[208:22] お使いいただきたいので
[208:23] 2番押していただければ
[208:24] 音声ガイダンスの
[208:25] とって
[208:26] ご注文を
[208:27] 切り替えていただくことができます
[208:28] そして
[208:29] 今日
[208:30] 自身にしてもらってるだけじゃないんです
[208:32] 全員総理を無料キャンペインになっていますので
[208:35] 今日から始まりました
[208:36] 16日まで期間限定になります
[208:39] 全員が総理を無料ですし
[208:41] あとはもう総理を
[208:42] 無料になっていらっしゃるという
[208:44] ショップチャンネルカードを
[208:45] もしか総理を
[208:46] 定学サービスのご加入のお客様は
[208:48] ご購入金額の
[208:49] 5%を関連いたしますので
[208:51] みなさんが
[208:52] お得なチャンスになっています
[208:54] そして
[208:55] こちら
[208:56] 情報がありまして
[208:57] 26.5から
[208:58] 27.5センチ体用のサイズ
[208:59] 4日前後のお届け
[209:01] 100を切ります
[209:02] 大きめサイズになります
[209:03] 809937番でご紹介です
[209:06] そして情報が
[209:08] アイビの速数になります
[209:10] こちらの薬谷は
[209:11] 4速組みになりまして
[209:13] グレーピンクベーション選んでいただけます
[209:16] 高く6,160円のところ
[209:18] 5,300円で
[209:19] 799754番で
[209:21] ご紹介となっています
[209:23] では
[209:24] ちょっと口込みも
[209:25] ご紹介しましょうか
[209:27] とくだけさん
[209:28] ガタトスポット
[209:29] ご購入のお客様からなんですが
[209:31] とてもよい靴です
[209:33] プレゼントしてくれた
[209:34] 子供に感謝です
[209:35] 吐いていて
[209:36] も吐いていないような感じ
[209:38] 足にピットして
[209:39] とても良い靴です
[209:40] よい靴を
[209:41] 作ってくださり
[209:42] ありがとうございます
[209:43] 78歳の方です
[209:45] そして
[209:46] 頃で入院になり
[209:48] アイビの靴を買いました
[209:49] ハキーごこちよく
[209:51] リハビリで吐いています
[209:53] リハビリの先生が
[209:54] こんなよい靴があるんですね
[209:55] と言っていました
[209:56] 80歳女性の方からです
[209:58] そして
[210:00] ありがとうございます 耳の靴って私も母で
[210:03] あの手術をした時に 入院の時でハブリも含めて
[210:07] 耳の手術を済めされて 購入そこからなんですけれど
[210:11] 本当によく足のことが考えられている
[210:14] そして足が例えば辛いなっていう 肩々
[210:18] もう本当に手術をしたとかが 向くんでしまってとか
[210:21] そういう環境もある そういう環境の対応なんかも
[210:25] 空間性とか非常によく考えてますよね
[210:28] そうですね トニー学の私たちの商品っていうのは
[210:33] 足元が弱っていたり不安があったりする人
[210:37] 多が安心してあげるように 商品を開発していますので
[210:41] 先ほどのかかとこのクッション ありましたね
[210:45] クッションが本当にかかとにフィットする
[210:49] なおかつまたここの コーの部分で
[210:51] このクッションの部分にもクッションが入ってるので
[210:55] スポット抜けちゃう 検性があるので
[210:59] できるだけ抜けないように 家の中で本当にいろんな
[211:03] 感じで動き回りやすいように ここにも
[211:07] クッションを入れてあります
[211:08] フィット感がとにかくすごいんです
[211:12] そうなんです
[211:13] 例えばしゃがむってなったときでも ちゃんと足についてくる
[211:16] 感覚になりますので こういう感覚も
[211:20] やっぱり下のものを取ろうっていうのも 家の中はあるわけですから
[211:24] そういうときなんかにも非常に お進めできる内容で
[211:28] こうやって私にはエルサイズ入ってますけど
[211:30] こうやってスポーンと抜けるのは当たり前です
[211:32] スリパーだったんです
[211:34] だけどちゃんと足にこうやって 靴いている感覚っていうところが
[211:38] かかとがある失ないようのルームシューズの良さ
[211:43] そうです
[211:44] そうです
[211:45] そうです
[211:46] こういうぐらいやっぱり非常に 考えられていて
[211:49] あとはやっぱり非常に気持ちよくね
[211:53] 全体が深くか
[211:55] この深くかの感じがまた ここちよくて
[211:59] なのにかかとは潰すに 掛けちゃう
[212:02] そうなんですね
[212:03] やっぱり外で疲れて書いてきたら
[212:07] 足も疲れてるわけですよね
[212:09] そうなったときにやっぱり優しく 取りかく包み込むようにしたい
[212:14] なんだけれども安心のためには 支えるところは支える
[212:19] このちょっとデザインにもなってるんですけど
[212:22] この横ステッチが入っているんですね
[212:23] ありますね
[212:24] このステッチも実は横ブレー横
[212:28] 横のフラッツキってみなさん 感覚でありますよね
[212:32] 年を飾る
[212:33] 私がよく言うこと
[212:35] フラフラするというんですよ
[212:38] そう
[212:38] なのでこれは単なるデザインではなくて
[212:41] ないんです
[212:42] 横ブレーを防ぐためのステッチでもあるんです
[212:46] スリッパにはないんです
[212:48] そうなんです
[212:49] これがいいんですね
[212:53] 色々ほんとにたくさん機能を考えながらも
[212:57] でもデザイン性をくじさないように
[212:59] さられないステッチなんですけど
[213:02] その横ブレーを防えるという
[213:05] 全部デザインになってるんですよ
[213:07] そうなんですね
[213:08] ここのね
[213:09] 小髪のところも実はステッチが
[213:10] 実はこの機能を上げるためにやってるんだけど
[213:13] デザインとかないんですよ
[213:15] すごくこの介護用とかそういうレベルの見え方じゃないんですね
[213:20] そうなんです
[213:21] ほんとに年齢がかい方々から
[213:24] もう足元を安定させたいという方から
[213:26] もうご公表いただいていまして
[213:27] もうすでに800件のオーダーを超えているんですが
[213:30] 59歳の女性
[213:32] 私も今年59になるので
[213:34] どう年代だと思ったその方の感想です
[213:37] 足先がしびれて柔らかい素材の失敗話
[213:40] にはずっと破決に困っていました
[213:42] こちらの商品は感覚がにぴくて
[213:45] すっと破けていようです
[213:47] フローリングでも音が静かで助かりますということで
[213:51] 非常に破決やっさっていうところ
[213:53] いろんな破決やっさがあるんだなっていうところがね
[213:56] まだ見ますよね
[213:58] そして長い間失敗用で自分の足に合う
[214:01] はきものがなくどこに行けば
[214:02] 自分の足に合う失敗があるのかと
[214:05] 大変悩んでいました
[214:06] 今回かがまずスパッと破決力通に
[214:09] 芸相手大変嬉しかったです
[214:11] 83歳の方からもいただいています
[214:14] そしてこの方は
[214:15] 愛美にメグリアウマで何則買ったか
[214:17] 分かりません作ってくれた
[214:18] ありがとう89歳の方
[214:21] そしてプレゼント使用も
[214:22] 今日多いと思うんです
[214:24] なぜ買っていったら
[214:25] どこに送っていただいても
[214:27] 総料が無料キャンペーンになってますから
[214:29] 実家に送ろうでもいいんですよ
[214:31] まずは固ってそれを送ってってなると
[214:34] 総料が20歳にかかっちゃったりっていうところ
[214:37] あると思うんですが
[214:38] それが全く気にしないでご注文いただけます
[214:41] そして今メッセージいただきました
[214:43] リピーターのハニハニー様から
[214:45] いただいているんですけれども
[214:48] こちらですね
[214:49] 母に購入しましたが
[214:50] 自分にも一足今回は購入します
[214:53] というメッセージもいただきました
[214:56] デルームシュースとして
[214:57] 家族で愛用しています
[214:58] 親子三代
[214:59] 今回は施設に入所の
[215:02] ギリの母へプレスマスプレゼントとして
[215:04] 購入この商品は初めて
[215:06] これからも長く愛用できる商品を
[215:08] ずっと作り続けていただけると嬉しいです
[215:11] 63歳の方からもいただいています
[215:14] そして色が人気のレッド
[215:17] 特だけさん入ってらっしゃいました
[215:18] エルサイズが4カ戦後のお届け100を切ります
[215:22] LLもままなく100を切ります
[215:25] おはやめです
[215:26] Lサイズは23.5から24.5センチ対応となります
[215:31] LLサイズは25から26センチくらい対応です
[215:35] そしてNABからになります
[215:36] NABからMサイズは
[215:39] 4カ戦後のお届けが220点です
[215:42] 22から23センチ対応です
[215:44] Lは23.5から24.5センチ対応で300を切ります
[215:49] そしてLLは4カ戦後のお届け10点切ります
[215:53] ラストチャンス25から26センチ対応ということで
[215:57] 今日は特だけさんは
[215:59] 元々が24.5センチ対応
[216:01] そしてLLを着用すると
[216:06] これ特だけさんの親
[216:10] すごく気に入ってるって先ほど話しました
[216:14] 私の母は今76歳なんですけど
[216:18] とにかく回転が上がる時に
[216:21] 足にくっついていくて
[216:23] フィット感がとにかくいいから
[216:26] 安心して回転の登場料理ができるって
[216:29] これを丸いしていたんです
[216:31] 家の中ってダンサって
[216:34] 私も主人の母に
[216:36] これを家に置いた時に
[216:38] ちょっと心配だったのは
[216:39] 例えばお風呂に行く場所の
[216:42] ちょっとのダンサこのくらいのダンサ
[216:44] このダンサがガッといって
[216:47] 場所面から行くってなると
[216:48] 怖いなとか
[216:50] ベランダに出る時の
[216:52] またダンサ
[216:53] これも気になるなと思ってたんですけど
[216:55] 何なのないなか
[216:57] スイスにやがっていってるから
[216:59] よかったと思いました
[217:01] これに出会えて
[217:02] そうなんですよ
[217:03] ありがとうございます
[217:04] スリッパってどうしても
[217:06] スポットを入ったり抜いたりするのは
[217:09] すごくいいんですけれども
[217:11] でもまた抜けそうになるので
[217:13] 足の力で持ち上げないといけないですね
[217:15] そうなんですよね
[217:16] 近力が落ちてくると
[217:18] 持ち上げる力がないので
[217:20] どうするのをスリアしっぽくなるんです
[217:22] スリアしになればなるほど
[217:23] 持ち上がらないんです
[217:25] ダンサに小さな作戦
[217:28] ダンサにしまずいっちゃう
[217:29] それが天空の建性
[217:33] 前に転んでも後ろに転んでも
[217:36] 大変なんです
[217:37] 体に色々と
[217:38] 主張が出てくるので
[217:40] 転ぶ前の天空対策前
[217:43] 意識したいね
[217:45] で作ったルームシューズンになっていますので
[217:49] 既に大田専験を越えているんですね
[217:52] もうおはやめがおすすめなんですが
[217:54] こんな方におすすめです
[217:56] 必妻での天空対策をしたい方
[217:58] 家の中を気にせず歩き回りたい方
[218:01] 必妻いばき選びに迷っている方
[218:04] 高齢の親親族の
[218:06] ちょっとしたプレゼントにっていうところでも
[218:08] 非常に気のきいた
[218:10] 三十九十円
[218:12] できまいろ近いですか
[218:13] そうです
[218:14] 総理をも気にせず
[218:15] ご注文いただけますので
[218:17] 今お電話が大変込み合っておりまして
[218:19] なんとNVカラーのLLは先に
[218:22] もう受け付け終了になりました
[218:24] スマホパソコンからショップチャンネル検索
[218:26] なさっていただくか
[218:27] 9あるコードをご利用になってください
[218:30] あとはタッチでショップもお使いいただきたいので
[218:32] 2番押していただければ
[218:33] 音声が入れずのっとって
[218:35] ご注文を切り替えられます
[218:36] そしてお客様
[218:38] くれぐれも今日
[218:39] 全員総理を無料キャンペーンが始まりました
[218:42] 今日ですと実家におくろ
[218:45] お友達におくろ
[218:46] 親石におくろ
[218:48] 従書が分かっていて
[218:49] ディア番号分かれば
[218:50] そこに直接送ってください
[218:52] もう運ぶ必要もございません
[218:54] 運でもらえます
[218:56] 総理を無料で
[218:57] しかも無料キャンペーンは
[218:59] 皆さんが特点がありますので
[219:01] ショップチャンネルカード
[219:02] または総理を定学サービス
[219:03] ご加入のお客様も
[219:04] ご購入金額の5%を関連しますから
[219:07] 皆さんがお得なキャンペーンをぜひ
[219:10] ご利用になっていただきたいです
[219:12] 799758番でご紹介になります
[219:15] あゆみ
[219:15] はきやすく
[219:16] 縫げにくい
[219:17] かかまずに
[219:18] はけるルームシューズ
[219:20] かかとスポットのご紹介
[219:22] となっていまして
[219:23] お値段が4400円のところ
[219:25] 3990円
[219:26] 799758番でご紹介です
[219:29] そして
[219:29] 大きいサイズの情報も
[219:31] ご紹介しておきます
[219:32] 4日前後のお届けは
[219:33] もう100を切りました
[219:35] おはやめがおすめになります
[219:36] nabからのみということですが
[219:38] サイズ寸としては
[219:40] 26.5から27.5cm対応となりますので
[219:43] ぜひおはやめがおすめになります
[219:46] では
[219:47] 続いてご紹介するのが
[219:50] ボートを手もご案内させていただきました
[219:53] あゆみの中で
[219:54] リピートリス
[219:55] ナンバー1を誇る大人商品になります
[219:58] これ2024
[220:00] 本当に もう一度になります
[220:03] そうなんです
[220:05] このじゃあ先ほどは店頭防止を意識しました
[220:09] ルームシューズでした
[220:10] このソックスはなぜあいみで作ったかってことなんですね
[220:14] そうですね
[220:15] 私たちはもっともっと靴下メーカーであるわけではないので
[220:19] 靴下を作る背景になったのが
[220:22] 本当に私たちの客さんというのは
[220:24] 向くんでいる方とか足がちょっと変形してるんです
[220:27] そういう風にフワンを抱えている方が多いんですね
[220:31] その方にモニターを行った時に
[220:34] 靴下を入っていない方がいらっしゃるんですよ
[220:37] 私たちも驚いて足触ると冷たくて
[220:41] 是非入ってほしいと思ったんですけど
[220:44] 聞くと普通の靴下を掛けない
[220:47] 入っちゃうと向くんでいるところが靴下の掛けこちゃね
[220:51] ゴムあったな
[220:52] キットになっちゃう
[220:53] それがボコンボコンみたいな状態になるので
[220:56] 私も母って経験していますし
[220:59] 主人の母はそうだったんですけど
[221:02] やっぱり向くムーってなると
[221:04] 靴下を掛くと本当にそこだけがギュッと
[221:09] 古しいんですよね
[221:10] そうなんです
[221:11] やはりどうしても特に上場だとか
[221:14] 歩させて感想してるので
[221:15] やっぱり締めつけられると
[221:18] そこが回復なのがするので
[221:20] それが嫌だから入っていないという方もいらっしゃったんです
[221:24] そうなんです
[221:25] そので私たちがわざわざ開発をしました
[221:29] それがフリーサイズになっています
[221:33] フリーサイズで靴下は普通サイズがあると思うんですけど
[221:36] これかかっとがなくて
[221:39] しかもこれがすごくよく伸びてくれて
[221:43] もうせい踊りは300件を超えてるんですが
[221:46] 私も2回目の放送の担当だったので
[221:51] 放送後に私購入したんです
[221:54] ありがとうございます
[221:55] 今母が施設に入ってるので
[221:57] 本当に靴下を掛かせるのも大変だし
[222:00] 入れない時も多かったりしたので
[222:02] 父に行った時にちょっと母に
[222:04] 掛かせてみてって言ったんですね
[222:06] そうしたらこのかかとがないし
[222:09] グーっと吐きやすい感じ
[222:11] そうなんです
[222:12] それでずり落ちにくいか
[222:14] なので楽だったって言われて
[222:17] 本当に良かったです
[222:18] ありがとうございました
[222:19] 本当にそのために開発したんですよ
[222:22] この靴下ってここまで伸びないんです
[222:26] これ靴下の靴下って
[222:28] 広げて欲しいんですけど
[222:30] そういう靴下ようにできてないです
[222:33] そういう感じでいいのですよ
[222:35] 練習やはん伸びるので
[222:37] 掛かせやすいっていうのも当然あります
[222:40] これがね
[222:41] こうです
[222:42] 防止じゃないんだからという感じがします
[222:45] そういうね
[222:47] そういうのがやっぱり伸びてくれる
[222:49] そうなんです
[222:50] でもその要は
[222:52] ちょっと今回
[222:53] 風船のようにしてるんですけど
[222:55] どうするか同じくらいで
[222:56] なぜ風船かと言うと
[222:58] 風船でふくらんでるピークで
[223:00] ふくらんでるところもある
[223:01] きっとシーボンでるところ
[223:02] そこに
[223:03] こぜんたできれいに沿ってるんですよね
[223:06] そうですよ
[223:07] そうなんですよ
[223:08] カーブしたキツイところと
[223:10] 張りのあるところと
[223:12] ちゃんとフィリットしてるんですよ
[223:14] これは実は
[223:16] 私たちが
[223:17] 会えて開発したっていう
[223:19] 大きな特徴になるんですけども
[223:21] アミカターが
[223:22] 少しとと
[223:23] アミカターで
[223:25] 秘密があったんです
[223:29] そうなんです
[223:30] 全体に
[223:32] 一般的通したというのは
[223:33] 派けごちのところに
[223:34] 特にゴムが
[223:35] アミコンであるんですけども
[223:37] この
[223:38] アイミが作った
[223:39] 伸び伸びをくっつしたは
[223:40] 全体的にゴムが
[223:42] ここ
[223:43] いいなの
[223:44] ゴムが入った
[223:45] この伸び伸び
[223:47] 伸び伸から
[223:48] なので
[223:49] 足の
[223:50] 大払つに
[223:51] ちゃんとこの
[223:52] くっつしたが
[223:53] そって
[223:54] ずれないっていうのが
[223:56] 特徴なんですね
[223:58] ふつくつした
[223:59] 全体的にゴムって
[224:00] 入ってないですよね
[224:01] この
[224:02] 足の
[224:03] くちのところに
[224:04] ギュッとしてる
[224:05] なんでこう
[224:06] おさえないと
[224:08] ヌギちゃんが
[224:09] ヌギちゃんから
[224:10] そうなんです
[224:11] でもこれは
[224:12] 逆発想ですよ
[224:13] 一点じゃなくて
[224:15] 全体にゴムを
[224:17] 散らしてあげて
[224:18] それで
[224:19] しかも
[224:20] ループがちょっと
[224:21] 長いんです
[224:22] ちょっとね
[224:23] このアミが
[224:24] また
[224:25] ユトリを
[224:26] 出せるようになってるんですよね
[224:27] なので
[224:28] 横に
[224:29] 引っ張っても
[224:30] 伸びるっていうのは
[224:31] そのループが
[224:32] 長いのと
[224:33] ゴムがあるので
[224:34] 伸びるんですね
[224:35] だから
[224:37] サイズも
[224:38] フリーサイズで
[224:39] いきますし
[224:40] ここ
[224:41] こうとして
[224:42] ギュッス
[224:43] 装具
[224:44] 使用の
[224:46] 作用の場合も
[224:47] 足サイズ
[224:48] 32cmまで
[224:50] そういう方々に
[224:51] もうおすすめですよ
[224:52] って書いてあるんですよ
[224:53] そうなんですよ
[224:54] ね
[224:55] ギュッス
[224:56] 個接した方が
[224:57] 入ったり
[224:58] こういう
[224:59] スポードを
[225:00] 浮かれている方も
[225:01] 実は
[225:02] 装具の中の
[225:03] 足に
[225:04] 落つした
[225:05] でもいいんですけども
[225:06] この装具を
[225:07] 入った状態
[225:08] この上から
[225:09] 装具を入っていただくことも
[225:10] 入っていただきます
[225:11] 上からも
[225:12] 上からも
[225:13] 入っていただきますね
[225:14] そうなんですよ
[225:15] そうなんですよ
[225:16] やっぱり
[225:17] ギブスだと
[225:18] 足が
[225:19] すごく
[225:20] いつもある
[225:21] 大きくなると思うんですけど
[225:22] これが
[225:23] 30cmで
[225:24] 11eっていわゆる
[225:25] 横幅が
[225:26] 広いですね
[225:27] 一般
[225:29] そうなんですよ
[225:30] 特託さんの
[225:31] 息子さんの話を
[225:32] 聞いたんですよ
[225:33] 特託さん
[225:34] こんなに
[225:35] 僕が
[225:36] しいのに
[225:37] お子さん
[225:38] 上の
[225:39] ちょうど
[225:40] お子さんが
[225:41] 足が
[225:42] 33cmだよ
[225:43] そうなんですよ
[225:44] そうなんですよ
[225:45] でないですか
[225:46] やっぱり
[225:47] 靴下さが
[225:48] 本当に
[225:49] こまれ
[225:50] 靴下さが
[225:51] そうなんですよ
[225:52] こまれ
[225:53] この靴下は
[225:54] すごい感動してました
[225:55] いったくない
[225:56] って言って
[225:57] そういう
[225:58] 糸するところでは
[225:59] なかったけれど
[226:00] そうなんですよ
[226:01] 脳機サイズの
[226:02] 人にとっても
[226:03] 良かったそうなんですよね
[226:04] なので
[226:05] 本当に
[226:06] だから
[226:07] 方に使えるので
[226:08] 今回
[226:09] 四速セットになってますけど
[226:10] 一人で
[226:12] 白っていうよ
[226:13] ぜひ
[226:14] 家族で
[226:15] 配置いただいて
[226:16] プレゼントを
[226:17] そうなんですよ
[226:18] しかも
[226:19] 出る時に
[226:20] 別れるソックスとして
[226:21] お墓金なる方々も
[226:22] いらっしゃるので
[226:23] もうこれ
[226:24] いろいろ使いがって
[226:25] が
[226:26] 良い商品になっているんですが
[226:27] 660円のところ
[226:29] 5300円で
[226:30] ご紹介で
[226:31] 今
[226:32] ギブスなどの
[226:33] ソーシング
[226:34] 色をつけて
[226:35] 向くんでいる
[226:36] 方々
[226:37] 靴下の
[226:38] ゴム後が
[226:39] 苦しいってなってた方
[226:41] あの
[226:41] 急骨さから
[226:42] も開放していただきたいですし
[226:44] 飛行機の
[226:45] 移動
[226:46] こういう時も
[226:47] いいですね
[226:48] 調子感
[226:49] 例えば
[226:50] 海外の旅行に行ったりするときに
[226:51] 飛行機の中で
[226:52] 向くんじゃって
[226:53] 後で
[226:54] 足靴を
[226:56] 入れたら
[226:57] ちょっと気付く感じでるってことを
[226:58] みなさんに
[226:59] あると思うんですよね
[227:00] そういう時に
[227:01] この伸び伸び靴下を
[227:02] 入っていただくと
[227:03] 気ないなんだけど
[227:04] で
[227:05] 向くみにも
[227:06] ちゃんと対応できるっていう
[227:07] ので使っていただいている方
[227:08] 結構
[227:09] もう大人気商品で
[227:10] アイウムのリピートリス
[227:11] ナンバー1の
[227:12] ソックス
[227:13] 今
[227:14] グレーから
[227:15] こちらが
[227:16] 一番人気になってます
[227:17] 今日
[227:18] 特だけさんも
[227:19] 入ってらっしゃいます
[227:20] あの
[227:21] 先ほどの
[227:22] カカトスポットと
[227:23] 一緒にですね
[227:24] こうやって
[227:25] 入っているのが
[227:26] 今
[227:27] グレーから
[227:28] 大工表に
[227:29] なっていて
[227:30] 男性女性
[227:31] とはず
[227:32] ぜひ
[227:33] こちらが
[227:34] ピンクカラーになっています
[227:35] ピンクのカラーも
[227:36] 本当に
[227:37] 初回の方向から
[227:38] すごく人気で
[227:39] こういう風に
[227:40] ちょっと
[227:41] 気分が
[227:42] 明るくなるような感覚
[227:43] 初金ピンク
[227:44] っていうんじゃなくて
[227:45] 少し落ち着きな
[227:46] あるピンクカラーになっていますのでね
[227:47] 非常に
[227:48] 吐きやすい感じになってます
[227:50] 腹アクセントにも
[227:51] なります
[227:52] こちらがピンクです
[227:53] そして
[227:54] 数が少ないです
[227:55] ベージュ
[227:56] 一番
[227:57] 数が少なくて
[227:58] もう
[227:59] 200を切ってます
[228:00] 200を切るくらいの
[228:01] 数しかないのが
[228:02] ベージュカラーという事なので
[228:04] これが
[228:05] 1,2,3,4速
[228:08] セットで
[228:10] 5300円で
[228:11] 5紹介です
[228:12] 799,754
[228:14] 4番
[228:15] そして
[228:16] 情報が入ります
[228:17] ルームシューズの
[228:18] かかと
[228:19] スポットなんですが
[228:20] 人気のレッド
[228:21] Mサイズ
[228:22] Lサイズが
[228:23] 4カ前後の
[228:24] お届け100
[228:25] もう切りました
[228:26] 数十速で
[228:27] 終わってしまいます
[228:28] 799,758番で
[228:30] 今日から
[228:31] お帰力なお値段
[228:32] なりましたが
[228:33] 一応
[228:34] 162島で
[228:35] 期間限定には
[228:36] してました
[228:37] だけど
[228:38] ご用意が
[228:39] 相当なくなってしまいましたので
[228:40] おはやめが
[228:41] おすすめ
[228:42] これ
[228:43] 母の日のプレゼントにも
[228:44] 行ってありますからね
[228:45] 本当に
[228:46] おすすめですよ
[228:47] 799,758番です
[228:48] そして
[228:49] 今
[228:50] 5紹介のソックス
[228:51] こちらが
[228:52] 意味が作ったくつした
[228:53] 伸びのびつ
[228:54] 4組セットで
[228:55] 5紹介になります
[228:56] 660円の
